,zipcode,train,train_pred,test_pred
4258,71038,257924.0,262288.123448513,278695.1019022582
4259,71039,616275.0,623993.929286331,634448.1390485248
4260,71043,587195.0,592985.7749413297,601947.0278608763
4261,71045,473620.0,479752.11281301937,481997.61542526976
4262,71046,1234436.0,1242487.9790868906,1267032.098600395
4263,71047,534913.0,537429.0586146482,544257.008291714
4264,71048,466748.0,482045.7781171698,497838.1552562465
4265,71050,178518.0,180933.8378112174,189631.00162477233
4266,71054,169082.0,169081.9999999996,178070.70290269566
4267,71055,187909.0,194786.4998113421,206002.6794854434
4268,71056,523166.0,529474.0287974034,537086.5130693131
4269,71057,450665.0,453835.9824461342,461607.71267005755
4270,71058,279138.0,283812.9731552859,297541.7801157759
4271,71059,407319.0,414724.9358430286,428119.7778121949
4272,71060,769528.0,775040.0096598595,781167.7914019395
4273,71062,170458.0,172271.40891705113,183521.80958140263
4274,71063,478358.0,483671.2657249158,493015.3731860062
4275,71064,481372.0,500097.4980254619,520543.73452400306
4276,71067,158767.0,158958.37682251836,166104.35212374903
4277,71068,572300.0,576847.0078096691,583183.570953271
4278,71070,150827.0,153772.56142308735,169099.06483889752
4279,71076,358625.0,360969.0367010078,372047.408312153
4280,71079,352323.0,355648.9669983989,367754.3017268656
4281,71105,70898.0,70878.5999473931,72425.87842337754
4282,71106,123794.0,124178.96444516488,127426.58832742576
4283,71107,87829.0,89039.51158941793,93115.21526758367
4284,71108,89564.0,90200.15581639987,93437.53795925845
4285,71109,98493.0,98844.99175576615,102369.17074807538
4286,71111,188447.0,188864.67551472303,195108.65857426095
4287,71112,100656.0,101119.2921605936,104330.21062570962
4288,71113,110641.0,110650.95370249932,114448.0477265791
4289,71114,111502.0,111771.3537620391,115544.16989096047
4290,71117,106110.0,105885.92966430417,109207.38776592794
4291,71118,97409.0,98371.65681833548,102020.87650730972
4292,71119,120620.0,121167.713204101,124024.82871678295
4293,71120,91340.0,91637.16891918602,94723.15459867548
4294,71122,74667.0,74852.68604788894,77468.4910429848
4295,71123,96859.0,96738.8377108435,100278.75386666869
4296,71125,117414.0,118333.28898046653,122386.62342766943
4297,71126,73555.0,73539.09449751528,75332.45241104755
4298,71127,63695.0,63154.48653112899,64913.13144945499
4299,71128,89941.0,90310.46334895251,92997.99521293592
4300,71129,97756.0,99653.64857735638,103522.56371801051
4301,71133,103542.0,104304.6639445281,107163.92768867665
4302,71134,105775.0,106322.53171341971,109671.51160296838
4303,71135,159158.0,160612.12732312412,167439.61492669434
4304,71136,98227.0,97953.48080816628,100528.42674493538
4305,71137,105435.0,105145.78865644823,108557.56871719725
4306,71138,74320.0,74399.02591895977,77223.62480210428
4307,71139,54104.0,54878.59440239909,56883.271944879256
4308,71140,68997.0,69092.40190105361,70499.35217041013
4309,71141,149542.0,149467.61347613134,153287.34034112515
4310,71144,193393.0,193711.49285317998,198918.20418433627
4311,71146,95314.0,95533.44071250838,97869.39576989842
4312,71147,135008.0,136168.76325676718,139302.97829741426
4313,71148,81187.0,81571.66080835857,83886.59604484469
4314,71149,90112.0,90267.05260311051,93419.96214328473
4315,71150,116204.0,116746.9242798213,120230.64573299498
4316,71152,50191.0,50600.60794109305,52525.4358851664
4317,71154,178176.0,178391.84366107982,184315.9804330624
4318,71157,215804.0,216207.00220160576,223086.23674760383
4319,71158,270312.0,272273.0756540443,279832.168861394
4320,71159,184215.0,183399.12382814477,190081.4477601809
4321,71160,153636.0,153962.5126628708,159488.88002756514
4322,71161,145544.0,146220.35596432403,150823.8799466226
4323,71162,220031.0,220333.04695533746,227334.6689962272
4324,71163,248108.0,248956.61595144184,257430.12358300525
4325,71164,274337.0,274156.66556293983,282117.92390270537
4326,71166,132160.0,133430.36919780562,138686.1642004498
4327,71167,278340.0,282146.98698516155,291151.67620464024
4328,71168,271658.0,274579.5338090301,282332.8444556561
4329,71169,278704.0,281037.2749109528,288571.90228613483
4330,71170,146123.0,146153.45536756865,150769.36247764598
4331,71171,164241.0,165072.4987636444,170146.82154964464
4332,71172,233583.0,234502.55875989434,243869.4246131462
4333,71173,224170.0,224047.98838641003,231158.66796657495
4334,71174,199292.0,200260.2971415408,206693.0935761338
4335,71175,237261.0,241739.34634829042,251198.4264903659
4336,71176,189246.0,189775.99277601467,195830.5572140715
4337,71177,157397.0,162042.1556071798,170094.38720944664
4338,71178,196357.0,197588.10680337535,205212.05249358423
4339,71179,148474.0,148137.77933689347,153070.72683700515
4340,71180,217341.0,217565.8909416585,223075.90431776157
4341,71181,247408.0,247595.4766538987,256022.73576313848
4342,71182,167842.0,167925.88689481397,173696.08369589451
4343,71183,223788.0,224574.61602623854,233010.81915685872
4344,71184,210150.0,211153.34546274113,217270.27829981258
4345,71185,108297.0,108146.64759084983,111410.11913662998
4346,71187,195675.0,196244.23152767564,203440.10022016105
4347,71188,204861.0,205529.92864144815,211992.28928035128
4348,71189,252516.0,254737.95706212817,263032.9841912119
4349,71190,171133.0,171195.25711950232,177669.26396798584
4350,71192,188305.0,188799.61736635977,195134.39693566022
4351,71193,231284.0,232155.10789641432,238967.9850545825
4352,71194,187663.0,188478.67239695232,194770.5633601551
4353,71195,322014.0,326742.82437485096,335989.20943120006
4354,71196,232750.0,236191.8646754115,246240.19162493592
4355,71197,358992.0,359664.71124295075,369113.53184535506
4356,71198,178314.0,178618.57706438063,183980.41671151613
4357,71199,178270.0,178951.59528456934,184324.1648723088
4358,71200,146828.0,148057.84838293015,153462.03358068466
4359,71201,172426.0,172984.89311772631,178241.19172722977
4360,71202,176642.0,178513.89388011617,186318.60274117553
4361,71203,250187.0,251189.5789526329,259869.40587110966
4362,71204,262993.0,263988.7003114474,272608.707664098
4363,71205,118204.0,117954.2914321471,103298.3300472869
4364,71206,161203.0,160968.87494340455,166350.89360768616
4365,71207,233060.0,234478.01651167162,243058.13552731395
4366,71208,183546.0,185083.43733957707,193129.23429297857
4367,71209,184828.0,185236.06796917642,192399.28754529724
4368,71210,230888.0,233305.054580384,242717.5049912806
4369,71211,205433.0,206678.39388818396,213053.96122612944
4370,71212,212359.0,212560.85423881392,218439.359970316
4371,71213,208119.0,208115.81756252507,213737.99293528986
4372,71214,242592.0,241141.825172032,247143.29095899203
4373,71215,216487.0,217095.76170263035,226435.1752797561
4374,71216,227209.0,227907.05345051223,234616.89911253136
4375,71217,106449.0,106577.87968110271,110015.82786495291
4376,71220,217152.0,217821.5186167462,224603.48634874934
4377,71225,163728.0,163329.5899908649,168708.65583726054
4378,71229,200415.0,200582.9104482606,208154.54616343597
4379,71230,240069.0,240227.8723054029,247200.07954650238
4380,71231,167237.0,168102.70133981114,174090.16705346247
4381,71235,187543.0,187263.62616596257,193211.39996008744
4382,71236,199715.0,202750.20496585147,210464.5599236337
4383,71237,372539.0,372697.5830961341,384237.1128428171
4384,71238,285377.0,285548.679991672,294858.2524350402
4385,71239,155425.0,155330.5972237995,160245.0056490899
4386,71240,106595.0,107193.81381107632,110715.97298394502
4387,71241,327714.0,329204.05086436745,338241.69036766264
4388,71242,113427.0,113771.7899579878,117763.07735605874
4389,71243,173523.0,173438.75252384215,178947.19048469095
4390,71244,145937.0,145894.89917617507,150375.65705236094
4391,71245,147962.0,147937.13672062478,152965.88422260078
4392,71246,70569.0,69936.28105678524,71626.61183441414
4393,71247,157432.0,157809.0089964286,163015.1110017582
4394,71248,132428.0,132810.4556472632,137336.4787201055
4395,71249,91471.0,91461.48486336577,93865.14739385263
4396,71251,103764.0,105592.93755570998,109600.71320678739
4397,71252,264786.0,267565.101306604,278657.6023564312
4398,71253,438390.0,438840.41103548557,450476.1297045557
4399,71254,180009.0,180417.49289698343,186009.28219660118
4400,71256,167681.0,167900.56890853625,173411.19743577525
4401,71257,188554.0,188554.00000000786,184681.25248818554
4402,71258,156341.0,156313.9632326227,161268.8361698136
4403,71259,235502.0,235725.63585814845,243466.55271005744
4404,71260,192646.0,195190.96356855947,203109.67309827005
4405,71261,218925.0,221139.07722568628,228430.4690701381
4406,71262,94199.0,94850.92392928251,98835.11996630259
4407,71263,134288.0,134287.20557209244,138589.0176535301
4408,71264,246619.0,246290.3692257465,255023.20683582168
4409,71267,198849.0,202009.49378111985,209151.30773147946
4410,71268,141944.0,142955.68472411454,147061.00409251393
4411,71269,109161.0,110149.67041592195,113739.85324474477
4412,71270,66272.0,66415.97689279229,68070.36762022816
4413,71271,232531.0,239055.68460576938,255125.97457128423
4414,71272,96526.0,97684.23904755976,100833.88672385796
4415,71273,303550.0,303858.1801379444,313726.51190174214
4416,71274,311855.0,312584.81461149437,320943.297457861
4417,71275,187449.0,190350.71690665724,198441.8692191716
4418,71276,176231.0,177275.58306957583,183761.41744762615
4419,71277,147476.0,147575.4603735745,152754.7029977027
4420,71279,138170.0,138100.8991865272,142336.76581729046
4421,71280,144715.0,144746.93287352473,148843.9419251768
4422,71281,86198.0,87318.87264065577,91327.21847710253
4423,71282,174760.0,175116.62172337197,180393.2326602178
4424,71283,129825.0,129668.66629826436,134789.7056188023
4425,71285,170491.0,170556.8382005704,176019.36576660632
4426,71286,120349.0,120622.38401597695,124410.55215220968
4427,71287,116836.0,116669.47956054978,118755.91258020964
4428,71289,153894.0,153535.91407680808,157857.52745210167
4429,71291,118277.0,118306.70017213885,121933.5902875441
4430,71292,88565.0,87890.96572031965,90711.53324177275
4431,71293,125278.0,124602.22324169052,127715.11597603947
4432,71294,75310.0,75186.79627069182,78770.70229713991
4433,71295,104680.0,105963.0049563764,110693.37587425555
4434,71296,160422.0,161249.42428535578,166278.8785704343
4435,71297,122623.0,122893.45446242926,126985.59895831476
4436,71298,183862.0,182625.74769398023,187772.51524240477
4437,71299,179270.0,179645.31138121334,185233.24293117545
4438,71300,181488.0,181348.68899866033,186701.3387635526
4439,71301,173952.0,174231.5611760424,180405.03308756519
4440,71302,104533.0,104748.80093476124,108868.7135239892
4441,71303,138383.0,141619.93239205825,150036.53872120247
4442,71304,160514.0,160666.39981975502,165668.91103761244
4443,71305,91292.0,91218.35571222912,94353.12332499724
4444,71306,287205.0,287403.2308586673,294027.83802599006
4445,71307,90544.0,91985.62850926339,95416.74817674939
4446,71308,144724.0,145043.9227169657,149606.90145684307
4447,71309,66965.0,66850.26591587576,69099.8560188766
4448,71310,133061.0,132555.84726592313,136748.15576829202
4449,71312,136356.0,136566.94154815897,139625.0093894637
4450,71313,246697.0,250267.26670901923,257707.9995868613
4451,71314,97702.0,98383.40931712862,102144.4582110403
4452,71315,136761.0,140741.3844724544,147239.41616949136
4453,71317,47523.0,46478.79763890549,48614.38424736016
4454,71318,117328.0,117497.47383124681,121853.78333229429
4455,71319,266998.0,266987.75613469863,271344.1745466548
4456,71320,99746.0,99590.44428727006,102189.9402326942
4457,71323,193342.0,193673.19920782192,197413.26895914544
4458,71324,156275.0,157951.74519752487,163491.5032326523
4459,71325,128669.0,131312.93961876325,137089.0587904938
4460,71326,107209.0,106634.71563496724,110258.46734569578
4461,71327,156011.0,155879.50329140865,160002.04578787804
4462,71328,113867.0,114437.62054746457,117938.36320753729
4463,71330,91966.0,91588.75440025813,94707.98207896076
4464,71331,61334.0,58980.79720900612,59344.87803651514
4465,71333,98374.0,98455.7578332957,101531.82821511026
4466,71334,121619.0,121529.48237954028,125233.3194380714
4467,71335,64653.0,64481.42751397879,65773.76899935928
4468,71336,108881.0,109247.60822597136,113442.2915891343
4469,71337,73451.0,74314.1309154869,76880.42555712051
4470,71338,26370.0,26316.48085215312,25606.966485653862
4471,71340,92492.0,92491.99999999932,94415.4375258019
4472,71342,82131.0,82131.00000000025,85091.36774438404
4473,71343,168360.0,169504.21070256017,174310.9439843199
4474,71344,163942.0,167785.02134985637,173357.85115641466
4475,71354,72338.0,72819.61297880778,75379.01276610467
4476,71355,80262.0,80263.6992683227,83238.18312152287
4477,71356,88551.0,88406.33857013301,90561.0313774439
4478,71358,179573.0,179686.61598050714,183600.36877205566
4479,71359,85249.0,85779.66423803523,88791.76324949432
4480,71360,68472.0,69265.55641035544,70675.56480275483
4481,71361,170098.0,170567.1182098311,175235.0931617948
